"id_product";"id_shop";"id_lang";"description";"description_short";"link_rewrite";"meta_description";"meta_keywords";"meta_title";"name";"available_now";"available_later"
"494";"1";"1";"<p><strong><span id=""Section-Title"">High Resolution</span></strong><br />Creates crisp, clear images even at long distances<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>HD Multi-Megapixel Lens</strong><br />High definition lens provides the maximum clarity possible, able to create an exact replica of the surrounding environment<br /><br /><strong>Metal Mount</strong><br />Provides more durability than other materials, allows the lens perform even in difficult conditions<br /><br /><strong>For Cameras with Greater than 3MP Resolution</strong><br /><br /><br /><strong>Metal Housing</strong><br />Increases durability and life of the lens<br /><br /><strong>Locking Screws for Iris and Focus</strong><br />User is able to adjust lens to exact iris and focus specifications and then lock them in place to prevent unwanted adjustments</p>";"<p>Series Description <br /><br /> Introducing Kowa's lineup of megapixel varifocal lenses designed for 1 and 1/1.8 inch megapixel cameras. The Varifocal lens series offers compact, low distortion lenses in three focal lengths.</p>";"LMVZ166HC";NULL;NULL;NULL;"LMVZ166HC";NULL;NULL
"495";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm8hc-sw";"Kowa LM8HC-SW 1"" 8mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM8HC-SW";"LM8HC-SW";NULL;NULL
"496";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm12hc-sw";"Kowa LM12HC-SW 1"" 12.5mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM12HC-SW Lens";"LM12HC-SW";NULL;NULL
"497";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm16hc-sw";"Kowa LM16HC-SW 1"" 16mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM16HC-SW Lens";"LM16HC-SW";NULL;NULL
"498";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm25hc-sw";"Kowa LM25HC-SW 1"" 25mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM25HC-SW Lens";"LM25HC-SW";NULL;NULL
"499";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm35hc-sw";"Kowa LM35HC-SW 1"" 35mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM35HC-SW Lens";"LM35HC-SW";NULL;NULL
"500";"1";"1";"<p><strong><span id=""Section-Title"">High Transmission from 800nm to 1900nm</span></strong><br />Incorporating Kowa's special technology, the 1"" format HC-SW Series maintains high transmission from 800nm to 1900nm<br /><br /><strong>Infrared</strong><br />Designed for Near Infrared (NIR) and Short Wavelength Infrared (SWIR) applications<br /><br /><strong>IR Corrected Design</strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be.</p>";"<p>Series Description <br /><br /> Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and Short Wavelength Infrared (SWIR) applications.</p>";"lm50hc-sw";"Kowa LM50HC-SW 1"" 50mm F/1.4 C-Mount SWIR Megapixel Industrial Lens. Incorporating Kowa's special coating technology, the 1"" format HC-SW series maintains high transmission from 800nm to 2000nm. These lenses are designed for NIR and";NULL;"Kowa 1"" LM50HC-SW Lens";"LM50HC-SW";NULL;NULL
"502";"1";"1";"<p><strong><span id=""Section-Title"">IR Corrected Design</span></strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be. <br /><br /><strong>Bright F-stop of F1.9</strong><br />Provides wide depth of field<br /><br /><strong>Ideal for Multiple Applications</strong><br />Solar Panel Inspection, ITS, Visible/NIR Line Scan, Large Format Area Scan</p>
<p> </p>
<p>The LM50-IR is available in F-mount or P-mount (M42x1.0).</p>";"<p>Kowa is proud to introduce its large format, IR corrected lens with broadband coating and low distortion. The LM50-IR maintains its superior performance from visible to near infrared wavelengths (NIR) without any focus shift. In addition, Kowa now offers the LM50-IR-P lens which provides all of the same outstanding capabilities as the LM50-IR, but with M42-mount capabilities.</p>";"lm50-ir-f";"Kowa LM50-IR-F F-Mount 50mm IR F/1.9 Megapixel Manual Iris, IR Corrected, 43.3mm Image, Low Distortion, IR Corrected, Broadband Coated Industrial Lens";NULL;"Kowa LM50-IR-F";"LM50-IR-F";NULL;NULL
"503";"1";"1";"<p><strong><span id=""Section-Title"">IR Corrected Design</span></strong><br />IR-Corrected lens is designed to produce crisp and bright images, no matter how dark or bright the surrounding environment may be. <br /><br /><strong>Bright F-stop of F1.9</strong><br />Provides wide depth of field<br /><br /><strong>Ideal for Multiple Applications</strong><br />Solar Panel Inspection, ITS, Visible/NIR Line Scan, Large Format Area Scan</p>
<p>The LM50-IR is available in F-mount or P-mount (M42x1.0).</p>";"<p>Kowa is proud to introduce its large format, IR corrected lens with broadband coating and low distortion. The LM50-IR maintains its superior performance from visible to near infrared wavelengths (NIR) without any focus shift. In addition, Kowa now offers the LM50-IR-P lens which provides all of the same outstanding capabilities as the LM50-IR, but now provides M42-mount capabilities.</p>";"lm50-ir-p";"Kowa LM50-IR-P 50mm F/1.9 M42-Mount P-Mount Megapixel, Manual Iris, IR Corrected, Megapixel Rated, Low Distortion, Broadband Coated Industrial Lens";NULL;"Kowa LM50-IR-P Lens";"LM50-IR-P";NULL;NULL
"504";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.</p>";"lm3nf";"Kowa LM3NF 1/3"" 2.7mm F/1.8 NF-Mount High Resolution Megapixel Industrial Lens. Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.";NULL;"Kowa 1/3"" LM3NF Lens";"LM3NF";NULL;NULL
"505";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.</p>";"lm5nf";"Kowa LM5NF 1/3"" 4.5mm F/1.8 NF-Mount High Resolution Megapixel Industrial Lens. Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.";NULL;"Kowa 1/3"" LM5NF Lens";"LM5NF";NULL;NULL
"506";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.</p>";"lm9nf";"Kowa LM9NF 1/3"" 9.0mm F/1.8 NF-Mount High Resolution Megapixel Industrial Lens.  Kowa's lineup of 2/3"" NF-Mount NF series lenses offer high resolution and their compact bodies make these lenses ideal for any NF-mount camera.";NULL;"Kowa 1/3"" LM9NF Lens";"LM9NF";NULL;NULL
"507";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm28lf";"Kowa LM28LF 43.2mm Format 28mm F/2.8 F-Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa 1/3"" LM28LF Lens";"LM28LF";NULL;NULL
"508";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm28lf-48";"Kowa LM28LF-48 43.2mm Format 28mm F/2.8 M48 Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa 1/3"" LM28LF-48 Lens";"LM28LF-48";NULL;NULL
"509";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm35lf";"Kowa LM35LF 43.2mm Format 35mm F/2.8 F-Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa LM35LF Lens";"LM35LF";NULL;NULL
"510";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm35lf-48";"Kowa LM35LF-48 43.2mm Format 35mm F/2.8 M48 Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa LM35LF-48 Lens";"LM35LF-48";NULL;NULL
"511";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm50lf";"Kowa LM50LF 43.2mm Format 50mm F/2.8 F-Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa LM50LF Lens";"LM50LF";NULL;NULL
"512";"1";"1";"<p><strong><span id=""Section-Title"">Low Distortion</span></strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Ideal for 4K Line Scan Cameras</strong><br /><br /><br /><strong>Suitable for Close Distance Applications</strong><br />Perfect for factory applications that require high quality, close range machine vision</p>";"<p>Series Description <br /><br /> Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras. This series offeres six lens options with focal lengths ranging from 28mm to 50mm.</p>";"lm50lf-48";"Kowa LM50LF-48 43.2mm Format 50mm F/2.8 M48 Mount. Kowa's 4k line scan lenses are ideal for high resolution, low distortion, and close distance surface inspection using line scan cameras.";NULL;"Kowa LM50LF-48";"LM50LF-48";NULL;NULL
"513";"1";"1";"<p><strong><span id=""Section-Title"">Excellent Corner Brightness</span></strong><br />No fading along edges of the image<br /><br /><strong>Ideal for Industrial 3CCD Color Line Scan Cameras</strong><br /><br /><br /><strong>For Use with 30mm Line Sensor Length</strong><br /><br /><br /><strong>Ultra High Resolution</strong><br />Creates the clearest images even at long distances<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>Close Up Lens Available for Close Distance Application</strong><br />Provides additional versatility</p>";"<p>Series Description <br /><br /> Designed for use with 3CCD color line scan cameras, Kowa's 3CCD Large Format CLS series lenses are useful in obtaining accurate color information. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.</p>";"lm28cls";"Kowa LM28CLS F-Mount 28mm 3CCD Color Line Scan. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.";NULL;"Kowa LM28CLS Lens";"LM28CLS";NULL;NULL
"514";"1";"1";"<p><strong><span id=""Section-Title"">Excellent Corner Brightness</span></strong><br />No fading along edges of the image<br /><br /><strong>Ideal for Industrial 3CCD Color Line Scan Cameras</strong><br /><br /><br /><strong>For Use with 30mm Line Sensor Length</strong><br /><br /><br /><strong>Ultra High Resolution</strong><br />Creates the clearest images even at long distances<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>Close Up Lens Available for Close Distance Application</strong><br />Provides additional versatility</p>";"<p>Series Description <br /><br /> Designed for use with 3CCD color line scan cameras, Kowa's 3CCD Large Format CLS series lenses are useful in obtaining accurate color information. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.</p>";"lm35cls";"Kowa LM35CLS F-Mount 35mm 3CCD Color Line Scan. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.";NULL;"Kowa LM35CLS";"LM35CLS";NULL;NULL
"515";"1";"1";"<p><strong><span id=""Section-Title"">Excellent Corner Brightness</span></strong><br />No fading along edges of the image<br /><br /><strong>Ideal for Industrial 3CCD Color Line Scan Cameras</strong><br /><br /><br /><strong>For Use with 30mm Line Sensor Length</strong><br /><br /><br /><strong>Ultra High Resolution</strong><br />Creates the clearest images even at long distances<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>Close Up Lens Available for Close Distance Application</strong><br />Provides additional versatility</p>";"<p>Series Description <br /><br /> Designed for use with 3CCD color line scan cameras, Kowa's 3CCD Large Format CLS series lenses are useful in obtaining accurate color information. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.</p>";"lm50cls";"Kowa LM50CLS F-Mount 50mm 3CCD Color Line Scan. Using a standard F-mount, these lenses offer ultra high resolution, low chromatic aberration, and excellent corner brightness.";NULL;"Kowa LM50CLS";"LM50CLS";NULL;NULL
"516";"1";"1";"<p><strong><span id=""Section-Title"">Ideal for Megapixel Cameras</span></strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>For 1/2"" and 1/3"" 3CCD C-mount Cameras</strong></p>";"<p>Series Description <br /><br /> Introducing a lineup of megapixel lenses specially designed for 1/2 inch 3CCD megapixel C-mount cameras, the 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.</p>";"lm4nc3";"Kowa LM4NC3 1/2"" 4mm F/1.8 3-CCD Industrial Lens. 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.";NULL;"Kowa LM4NC3 Lens";"LM4NC3";NULL;NULL
"517";"1";"1";"<p><strong><span id=""Section-Title"">Ideal for Megapixel Cameras</span></strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>For 1/2"" and 1/3"" 3CCD C-mount Cameras</strong></p>";"<p>Series Description <br /><br /> Introducing a lineup of megapixel lenses specially designed for 1/2 inch 3CCD megapixel C-mount cameras, the 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.</p>";"lm6nc3";"Kowa LM6NC3 1/2"" 6mm F/1.8 3-CCD Industrial Lens. 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.";NULL;"Kowa LM6NC3 Lens";"LM6NC3";NULL;NULL
"518";"1";"1";"<p><strong><span id=""Section-Title"">Ideal for Megapixel Cameras</span></strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>For 1/2"" and 1/3"" 3CCD C-mount Cameras</strong></p>";"<p>Series Description <br /><br /> Introducing a lineup of megapixel lenses specially designed for 1/2 inch 3CCD megapixel C-mount cameras, the 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.</p>";"lm12nc3";"Kowa LM12NC3 1/2"" 12mm F/1.8 3-CCD Industrial Lens. 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.";NULL;"Kowa LM12NC3 Lens";"LM12NC3";NULL;NULL
"519";"1";"1";"<p><strong><span id=""Section-Title"">Ideal for Megapixel Cameras</span></strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>For 1/2"" and 1/3"" 3CCD C-mount Cameras</strong></p>";"<p>Series Description <br /><br /> Introducing a lineup of megapixel lenses specially designed for 1/2 inch 3CCD megapixel C-mount cameras, the 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.</p>";"lm25nc3";"Kowa LM25NC3 1/2"" 25mm F/1.8 3-CCD Industrial Lens. 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.";NULL;"Kowa LM25NC3 Lens";"LM25NC3";NULL;NULL
"520";"1";"1";"<p><strong><span id=""Section-Title"">Ideal for Megapixel Cameras</span></strong><br />Assists megapixel cameras in producing large, high resolution images<br /><br /><strong>Excellent Corner Brightness</strong><br />No fading along edges of the image<br /><br /><strong>Low Distortion</strong><br />Kowa's design solves distortion issues to create an accurate reproduction of the environment<br /><br /><strong>Low Chromatic Aberration</strong><br />Reduces color distortion rings along edges of image, thus reproducing a more accurate reproduction of the surrounding environment<br /><br /><strong>For 1/2"" and 1/3"" 3CCD C-mount Cameras</strong></p>";"<p>Series Description <br /><br /> Introducing a lineup of megapixel lenses specially designed for 1/2 inch 3CCD megapixel C-mount cameras, the 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.</p>";"lm50nc3";"Kowa LM50NC3 1/2"" 50mm F1.8 Industrial Lens. 1/2"" 3CCD megapixel NC3 lens series reproduces highly accurate colors with little chromatic aberration and low distortion.";NULL;"Kowa LM50NC3 Lens";"LM50NC3";NULL;NULL
"521";"1";"1";"<p><strong><span id=""Section-Title"">Variable Magnification</span></strong><br />Wide telecentric ""magnification"" range from 0.5x to 1.0x, 0.3x to 1.0x for macro-use</p>";"<p>Series Description <br /><br /> A telecentric optical system is often critical in machine vision systems. The LM50TC is Kowa's unique optical design seamlessly incorporates zoom capability with telecentric function.</p>";"lm50tc";"Kowa LM50TC 2/3"" 50mm F/2.8 C-Mount Telecentric Lens with variable magnification. 0.3x - 1.0x for macro use. A telecentric optical system is often critical in machine vision systems. The LM50TC is Kowa's unique optical design";NULL;"Kowa LM50TC Lens";"LM50TC";NULL;NULL
"522";"1";"1";"<p><strong><span id=""Section-Title"">2 Zoom Ranges (8x and 10x)</span></strong><br /><br /><br /><strong>Ideal for Pattern Matching, Measurement, Inspection and Character Recognition</strong><br />This high performance lens is optimal for a wide range of machine vision applications</p>";"<p>Series Description <br /><br /> The Kowa Macro Zoom lens series offers four models in 2/3, 1/2, and 1/3 inch formats. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.</p>";"lmz50m";"Kowa LMZ50M 1/3"" 8.5mm F/2.5 C-Mount Macro Zoom. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.";NULL;"Kowa LMZ50M Lens";"LMZ50M";NULL;NULL
"523";"1";"1";"<p><strong><span id=""Section-Title"">2 Zoom Ranges (8x and 10x)</span></strong><br /><br /><br /><strong>Ideal for Pattern Matching, Measurement, Inspection and Character Recognition</strong><br />This high performance lens is optimal for a wide range of machine vision applications</p>";"<p>The LMZ45T3 utilizes Kowa's 3-Cam design which reduces internal reflection and eliminates de-centering issues. This lens is ideal for use in the broadcast industry and production processes.</p>";"lmz45t3";"Kowa LMZ45T3 2/3"" 18-108mm F/2.5 C-Mount. The LMZ45T3 utilizes Kowa's 3-Cam design which reduces internal reflection and eliminates de-centering issues. This lens is ideal for use in the broadcast industry and production processes.";NULL;"Kowa LMZ45T3 Lens";"LMZ45T3";NULL;NULL
"524";"1";"1";"<p><strong><span id=""Section-Title"">2 Zoom Ranges (8x and 10x)</span></strong><br /><br /><br /><strong>Ideal for Pattern Matching, Measurement, Inspection and Character Recognition</strong><br />This high performance lens is optimal for a wide range of machine vision applications</p>";"<p>Series Description <br /><br /> The Kowa Macro Zoom lens series offers four models in 2/3, 1/2, and 1/3 inch formats. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.</p>";"lmz68m";"Kowa LMZ68M 1/2"" 8-48mm F/1.0 C-Mount Macro Zoom. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.";NULL;"Kowa LMZ68M Lens";"LMZ68M";NULL;NULL
"525";"1";"1";"<p><strong><span id=""Section-Title"">2 Zoom Ranges (8x and 10x)</span></strong><br /><br /><br /><strong>Ideal for Pattern Matching, Measurement, Inspection and Character Recognition</strong><br />This high performance lens is optimal for a wide range of machine vision applications</p>";"<p>Series Description <br /><br /> The Kowa Macro Zoom lens series offers four models in 2/3, 1/2, and 1/3 inch formats. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.</p>";"lmz69m";"Kowa LMZ69M 2/3"" 11.5-69mm F/1.4 C-Mount Macro Zoom. This series of lenses is extremely useful in production processes such as character recognition, pattern matching, measurement, and inspection.";NULL;"Kowa LMZ69M Lens";"LMZ69M";NULL;NULL
